PrecinctCode,PrecinctName,CountyCouncil,LegislativeDistrict,CongressionalDistrict,SeattleCouncilDistrict
2925,KIR 48-2925,6,48,1,
3196,KIR 48-3196,6,48,1,
3337,KIR 48-3337,6,48,1,
3401,KIR 48-3401,6,48,1,
3439,KIR 48-3439,6,48,1,
3760,KIR 48-3760,6,48,1,
0036,KMR 01-0036,1,1,1,
0340,KMR 01-0340,1,1,1,
0473,KMR 01-0473,1,1,1,
0501,KMR 01-0501,1,1,1,
0535,KMR 01-0535,1,1,1,
0572,KMR 01-0572,1,1,1,
0573,KMR 01-0573,1,1,1,
0677,KMR 01-0677,1,1,1,
0686,KMR 01-0686,1,1,1,
0689,KMR 01-0689,1,1,1,
0695,KMR 01-0695,1,1,1,
0696,KMR 01-0696,1,1,1,
0820,KMR 01-0820,1,1,1,
1095,KMR 01-1095,1,1,1,
1147,KMR 01-1147,1,1,1,
1171,KMR 01-1171,1,1,1,
1181,KMR 01-1181,1,1,1,
2444,KMR 01-2444,1,1,1,
2462,KMR 01-2462,1,1,1,
2754,KMR 01-2754,1,1,1,
2764,KMR 01-2764,1,1,1,
2765,KMR 01-2765,1,1,1,
2771,KMR 01-2771,1,1,1,
3148,KMR 01-3148,1,1,1,
3592,KMR 01-3592,1,1,1,
3594,KMR 01-3594,1,1,1,
3723,KMR 01-3723,1,1,1,
3906,KMR 01-3906,1,1,1,
0647,KRAIN,9,5,8,
2404,LAKE ALICE,3,5,8,
0649,LAKE DESIRE,9,5,8,
3706,LAKE FENWICK,5,33,9,
2658,LAKE JOY,3,12,8,
2487,LAKE LEOTA,3,1,8,
3303,LAKE MORTON,9,5,8,
3474,LAKE RETREAT,9,5,8,
3181,LAKE YOUNGS,9,47,8,
0659,LAKELAND,7,30,9,
0660,LAKERIDGE,2,37,9,
0667,LANGSTON,2,37,9,
2710,LEAH,9,11,8,
0003,LFP 01-0003,1,1,7,
0092,LFP 01-0092,1,1,7,
0309,LFP 01-0309,1,1,7,
0397,LFP 01-0397,1,1,7,
0400,LFP 01-0400,1,1,7,
0517,LFP 01-0517,1,1,7,
0650,LFP 01-0650,1,1,7,
0652,LFP 01-0652,1,1,7,
0653,LFP 01-0653,1,1,7,
0654,LFP 01-0654,1,1,7,
0655,LFP 01-0655,1,1,7,
0734,LFP 01-0734,1,1,7,
1056,LFP 01-1056,1,1,7,
1075,LFP 01-1075,1,1,7,
1089,LFP 01-1089,1,1,7,
1143,LFP 01-1143,1,1,7,
1186,LFP 01-1186,1,1,7,
1237,LFP 01-1237,1,1,7,
2439,LFP 01-2439,1,1,7,
2763,LFP 01-2763,1,1,7,
3380,LFP 01-3380,1,1,7,
0687,LISABEULA,8,34,7,
0688,LITTLE SOOS,9,47,8,
0690,LOIS,2,37,9,
3280,LORA,3,12,8,
3534,LOUIE,9,47,9,
3295,LUND,9,47,8,
3164,LYNN,9,11,9,
2736,LYNX,3,5,8,
0708,MABEL,3,45,8,
0709,MADISON,9,31,8,
0717,MAPLE HILLS,9,5,8,
2964,MARCEL,3,12,8,
0723,MARIAN,8,34,7,
3249,MARYMOOR,6,48,1,
2810,MATTHEW,9,5,8,
0739,MAURY,8,34,7,
0741,MAY VALLEY,9,5,8,
2405,MCCOY,9,5,8,
0702,MCDIVITT,9,41,9,
0703,MCDONALD,9,5,8,
3627,MCKINLEY,8,34,7,
0742,MEADOWBROOK,3,5,8,
3212,MEANDER,3,45,8,
0749,MED 48-0749,6,48,1,
0750,MED 48-0750,6,48,1,
0751,MED 48-0751,6,48,1,
0752,MED 48-0752,6,48,1,
3132,MERGANSER,9,5,8,
0799,MERLIN,7,30,9,
2650,MERLOT,3,45,1,
0800,MERRIHILL,9,11,9,
0755,M-I 41-0755,6,41,9,
0756,M-I 41-0756,6,41,9,
0757,M-I 41-0757,6,41,9,
0758,M-I 41-0758,6,41,9,
0759,M-I 41-0759,6,41,9,
0761,M-I 41-0761,6,41,9,
0762,M-I 41-0762,6,41,9,
0763,M-I 41-0763,6,41,9,
0765,M-I 41-0765,6,41,9,
0766,M-I 41-0766,6,41,9,
0767,M-I 41-0767,6,41,9,
0768,M-I 41-0768,6,41,9,
0769,M-I 41-0769,6,41,9,
0770,M-I 41-0770,6,41,9,
0771,M-I 41-0771,6,41,9,
0773,M-I 41-0773,6,41,9,
0774,M-I 41-0774,6,41,9,
0775,M-I 41-0775,6,41,9,
0776,M-I 41-0776,6,41,9,
0777,M-I 41-0777,6,41,9,
0778,M-I 41-0778,6,41,9,
0779,M-I 41-0779,6,41,9,
0780,M-I 41-0780,6,41,9,
0781,M-I 41-0781,6,41,9,
0782,M-I 41-0782,6,41,9,
0784,M-I 41-0784,6,41,9,
0785,M-I 41-0785,6,41,9,
0786,M-I 41-0786,6,41,9,
0787,M-I 41-0787,6,41,9,
0788,M-I 41-0788,6,41,9,
0789,M-I 41-0789,6,41,9,
0790,M-I 41-0790,6,41,9,
0791,M-I 41-0791,6,41,9,
0792,M-I 41-0792,6,41,9,
0793,M-I 41-0793,6,41,9,
0794,M-I 41-0794,6,41,9,
0795,M-I 41-0795,6,41,9,
0796,M-I 41-0796,6,41,9,
0797,M-I 41-0797,6,41,9,
2445,M-I 41-2445,6,41,9,
2465,M-I 41-2465,6,41,9,
2691,M-I 41-2691,6,41,9,
2809,M-I 41-2809,6,41,9,
3655,M-I 41-3655,6,41,9,
2601,MICHAEL,3,45,8,
0801,MIDDLE FORK,3,5,8,
3146,MIL 31-3146,7,31,9,
3835,MIL 31-3835,7,31,9,
0807,MILLIKIN,3,45,8,
0810,MINK ROAD,3,45,8,
0812,MIRRORMONT,9,5,8,
2904,MONEYSMITH,9,31,8,
2974,MORGAN,9,11,8,
0822,MORRIS,9,5,8,
0823,MORTON,9,5,8,
2907,MOUNT CLARE,3,45,8,
0825,MOUNT SI,3,12,8,
2905,MUCKLESHOOT,9,31,8,
0528,M-V 05-0528,9,5,8,
0697,M-V 05-0697,9,5,8,
1218,M-V 05-1218,9,5,8,
2614,M-V 05-2614,9,5,8,
2748,M-V 05-2748,9,5,8,
2841,M-V 05-2841,9,5,8,
2857,M-V 05-2857,9,5,8,
3242,M-V 05-3242,9,5,8,
3245,M-V 05-3245,9,5,8,
3272,M-V 05-3272,9,5,8,
3322,M-V 05-3322,9,5,8,
3366,M-V 05-3366,9,5,8,
3367,M-V 05-3367,9,5,8,
3368,M-V 05-3368,9,5,8,
3369,M-V 05-3369,9,5,8,
3373,M-V 05-3373,9,5,8,
3461,M-V 05-3461,9,5,8,
3482,M-V 05-3482,9,5,8,
3510,M-V 05-3510,9,5,8,
3536,M-V 05-3536,9,5,8,
3589,M-V 05-3589,9,5,8,
3600,M-V 05-3600,9,5,8,
3601,M-V 05-3601,9,5,8,
3717,M-V 05-3717,9,5,8,
3781,M-V 05-3781,9,5,8,
3782,M-V 05-3782,9,5,8,
3794,M-V 05-3794,9,5,8,
3811,M-V 05-3811,9,5,8,
3837,M-V 05-3837,9,5,8,
3859,M-V 05-3859,9,5,8,
3896,M-V 05-3896,9,5,8,
2603,NAILA,9,5,8,
2594,NAPOLEON,3,1,8,
2576,NATHAN,9,47,8,
2683,N-B 05-2683,3,5,8,
3611,N-B 05-3611,3,5,8,
0858,N-B 12-0858,3,12,8,
0859,N-B 12-0859,3,12,8,
3296,N-B 12-3296,3,12,8,
3406,N-B 12-3406,3,12,8,
3407,N-B 12-3407,3,12,8,
3868,N-B 12-3868,3,12,8,
3968,N-B 12-3968,3,12,8,
3987,N-B 12-3987,3,12,8,
0839,NEUWAUKUM,9,5,8,
0248,NEW 41-0248,9,41,9,
0840,NEW 41-0840,9,41,9,
0878,NEW 41-0878,9,41,9,
1115,NEW 41-1115,9,41,9,
2811,NEW 41-2811,9,41,9,
3227,NEW 41-3227,9,41,9,
3228,NEW 41-3228,9,41,9,
3241,NEW 41-3241,9,41,9,
3261,NEW 41-3261,9,41,9,
3528,NEW 41-3528,9,41,9,
3529,NEW 41-3529,9,41,9,
3578,NEW 41-3578,9,41,9,
3681,NEW 41-3681,9,41,9,
3922,NEW 41-3922,9,41,9,
3858,NORI,2,37,9,
0869,NOVELTY,3,45,8,
0849,NPK 33-0849,5,33,7,
0851,NPK 33-0851,5,33,7,
0852,NPK 33-0852,5,33,7,
0853,NPK 33-0853,5,33,7,
0854,NPK 33-0854,5,33,7,
0855,NPK 33-0855,5,33,7,
0857,NPK 33-0857,5,33,7,
2474,NPK 33-2474,5,33,7,
2644,NPK 33-2644,5,33,7,
2645,NPK 33-2645,5,33,7,
2646,NPK 33-2646,5,33,7,
0881,OSCEOLA,9,31,8,
0885,PAC 30-0885,7,30,9,
0886,PAC 30-0886,7,30,9,
0887,PAC 30-0887,7,30,9,
2856,PAC 30-2856,7,30,9,
3808,PAC 30-3808,7,30,9,
3845,PAC 30-3845,7,30,9,
3860,PAC 30-3860,7,30,9,
3971,PARADISE,3,45,8,
3838,PARK,8,34,7,
3955,PASTURE,3,45,8,
0901,PATTERSON,3,12,8,
3836,PEASLEY,7,30,9,
2446,PEGGY,7,30,9,
3625,PINE,9,31,8,
0912,PIPELINE,9,47,8,
3268,PLAINS,9,47,8,
3631,PORT,6,45,1,
3340,PORTAGE,8,34,7,
0919,PRESTON,3,5,8,
2737,PROVAN,3,45,8,
2848,PTARMIGAN,9,41,9,
3418,QUAIL,3,45,8,
3806,QUAIL CREEK,3,45,8,
0924,QUARTERMASTER,8,34,7,
0927,RAGING RIVER,3,5,8,
3472,RATTLESNAKE,3,5,8,
0932,RAVENSDALE,9,5,8,
0936,RED 45-0936,3,45,1,
0951,RED 45-0951,3,45,1,
2410,RED 45-2410,3,45,1,
2448,RED 45-2448,3,45,1,
2492,RED 45-2492,3,45,1,
2580,RED 45-2580,6,45,1,
2638,RED 45-2638,3,45,1,
2641,RED 45-2641,3,45,1,
2643,RED 45-2643,3,45,1,
2659,RED 45-2659,3,45,8,
2966,RED 45-2966,3,45,1,
3281,RED 45-3281,3,45,1,
3282,RED 45-3282,6,45,1,
3313,RED 45-3313,3,45,1,
3315,RED 45-3315,3,45,1,
3391,RED 45-3391,6,45,1,
3547,RED 45-3547,3,45,1,
3584,RED 45-3584,3,45,1,
3737,RED 45-3737,3,45,1,
3926,RED 45-3926,3,45,1,
0935,RED 48-0935,6,48,1,
0937,RED 48-0937,6,48,1,
0938,RED 48-0938,6,48,1,
0939,RED 48-0939,6,48,1,
0940,RED 48-0940,6,48,1,
0941,RED 48-0941,6,48,1,
0942,RED 48-0942,6,48,1,
0944,RED 48-0944,6,48,1,
0945,RED 48-0945,6,48,1,
0947,RED 48-0947,6,48,1,
0948,RED 48-0948,6,48,1,
0949,RED 48-0949,6,48,1,
0950,RED 48-0950,6,48,1,
0952,RED 48-0952,6,48,1,
0953,RED 48-0953,6,48,1,
2449,RED 48-2449,6,48,1,
2466,RED 48-2466,6,48,1,
2467,RED 48-2467,6,48,1,
2628,RED 48-2628,6,48,1,
2629,RED 48-2629,6,48,1,
2630,RED 48-2630,6,48,1,
2632,RED 48-2632,6,48,1,
2633,RED 48-2633,6,48,1,
2634,RED 48-2634,6,48,1,
2635,RED 48-2635,6,48,1,
2636,RED 48-2636,6,48,1,
2640,RED 48-2640,6,48,1,
2789,RED 48-2789,6,48,1,
2790,RED 48-2790,6,48,1,
2967,RED 48-2967,6,48,1,
2968,RED 48-2968,6,48,1,
2969,RED 48-2969,6,48,1,
3134,RED 48-3134,6,48,1,
3147,RED 48-3147,6,48,1,
3208,RED 48-3208,6,48,1,
3316,RED 48-3316,6,48,1,
3415,RED 48-3415,6,48,1,
3475,RED 48-3475,3,48,1,
3548,RED 48-3548,6,48,1,
3664,RED 48-3664,6,48,1,
3738,RED 48-3738,6,48,1,
3739,RED 48-3739,6,48,1,
3809,RED 48-3809,6,48,1,
3874,RED 48-3874,6,48,1,
3930,RED 48-3930,6,48,1,
3970,RED 48-3970,3,48,1,
3979,RED 48-3979,6,48,1,
3417,RED MILL,9,11,9,
0956,REGAL,8,34,7,
2493,REINTREE,3,1,8,
0958,RENHILL,9,5,8,
3479,RIDGE,3,45,8,
1022,RING HILL,3,45,8,
2584,RIVERBEND,3,5,8,
1024,RIVERSIDE,9,5,8,
3698,RNT 05-3698,9,5,9,
0031,RNT 11-0031,5,11,9,
0354,RNT 11-0354,5,11,9,
0404,RNT 11-0404,9,11,8,
0455,RNT 11-0455,5,11,9,
0456,RNT 11-0456,5,11,9,
0502,RNT 11-0502,5,11,9,
0539,RNT 11-0539,5,11,9,
0719,RNT 11-0719,9,11,9,
0738,RNT 11-0738,5,11,9,
0804,RNT 11-0804,5,11,9,
0962,RNT 11-0962,5,11,9,
0964,RNT 11-0964,9,11,9,
0965,RNT 11-0965,5,11,9,
0967,RNT 11-0967,5,11,9,
0970,RNT 11-0970,5,11,9,
0971,RNT 11-0971,5,11,9,
0973,RNT 11-0973,5,11,9,
0975,RNT 11-0975,5,11,9,
0978,RNT 11-0978,5,11,9,
0979,RNT 11-0979,5,11,9,
0981,RNT 11-0981,5,11,9,
0983,RNT 11-0983,9,11,9,
0984,RNT 11-0984,9,11,9,
0985,RNT 11-0985,5,11,9,
0986,RNT 11-0986,5,11,9,
0988,RNT 11-0988,5,11,9,
0989,RNT 11-0989,9,11,9,
0990,RNT 11-0990,5,11,9,
0991,RNT 11-0991,5,11,9,
0992,RNT 11-0992,5,11,9,
0993,RNT 11-0993,9,11,9,
0994,RNT 11-0994,9,11,9,
0995,RNT 11-0995,9,11,9,
0996,RNT 11-0996,5,11,9,
0997,RNT 11-0997,9,11,9,
0998,RNT 11-0998,5,11,9,
0999,RNT 11-0999,5,11,9,
1000,RNT 11-1000,5,11,9,
1002,RNT 11-1002,5,11,9,
1004,RNT 11-1004,9,11,9,
1006,RNT 11-1006,5,11,9,
1007,RNT 11-1007,9,11,9,
1008,RNT 11-1008,5,11,9,
1010,RNT 11-1010,9,11,9,
1011,RNT 11-1011,9,11,9,
1012,RNT 11-1012,5,11,9,
1015,RNT 11-1015,5,11,9,
1017,RNT 11-1017,9,11,9,
1018,RNT 11-1018,9,11,9,
1109,RNT 11-1109,5,11,9,
1125,RNT 11-1125,5,11,9,
1204,RNT 11-1204,5,11,9,
2472,RNT 11-2472,5,11,9,
2475,RNT 11-2475,9,11,9,
2581,RNT 11-2581,5,11,9,
2582,RNT 11-2582,5,11,9,
2583,RNT 11-2583,9,11,9,
2607,RNT 11-2607,5,11,9,
2739,RNT 11-2739,5,11,9,
2815,RNT 11-2815,5,11,9,
2816,RNT 11-2816,9,11,9,
2844,RNT 11-2844,5,11,9,
2845,RNT 11-2845,5,11,9,
2854,RNT 11-2854,5,11,9,
3154,RNT 11-3154,5,11,9,
3162,RNT 11-3162,9,11,9,
3222,RNT 11-3222,5,11,9,
3223,RNT 11-3223,9,11,9,
3224,RNT 11-3224,9,11,9,
3287,RNT 11-3287,9,11,9,
3359,RNT 11-3359,9,11,9,
3404,RNT 11-3404,9,11,9,
3438,RNT 11-3438,9,11,9,
3535,RNT 11-3535,5,11,9,
3555,RNT 11-3555,9,11,9,
3563,RNT 11-3563,9,11,9,
3564,RNT 11-3564,9,11,9,
3575,RNT 11-3575,9,11,9,
3588,RNT 11-3588,5,11,9,
3590,RNT 11-3590,5,11,9,
3604,RNT 11-3604,9,11,9,
3609,RNT 11-3609,9,11,9,
3619,RNT 11-3619,9,11,9,
3643,RNT 11-3643,9,11,8,
3650,RNT 11-3650,5,11,9,
3660,RNT 11-3660,9,11,9,
3683,RNT 11-3683,9,11,9,
3751,RNT 11-3751,5,11,9,
3756,RNT 11-3756,5,11,9,
3777,RNT 11-3777,5,11,9,
3779,RNT 11-3779,9,11,9,
3780,RNT 11-3780,9,11,9,
3784,RNT 11-3784,5,11,9,
3873,RNT 11-3873,5,11,9,
3879,RNT 11-3879,5,11,9,
3921,RNT 11-3921,5,11,9,
3923,RNT 11-3923,9,11,9,
3927,RNT 11-3927,5,11,9,
3928,RNT 11-3928,9,11,9,
3929,RNT 11-3929,5,11,9,
3931,RNT 11-3931,9,11,9,
3957,RNT 11-3957,5,11,9,
3990,RNT 11-3990,5,11,9,
3991,RNT 11-3991,5,11,9,
3996,RNT 11-3996,9,11,9,
0969,RNT 37-0969,2,37,9,
2651,ROSE,3,1,1,
1035,ROUNDTABLE,7,30,9,
1036,ROWAN,2,37,9,
3624,ROYAL,9,5,8,
2740,RUDDELL,9,47,8,
3444,RUSS,7,47,9,
3327,SALAL,3,45,8,
3210,SALISH,3,45,8,
2718,SAM 05-2718,3,5,8,
2941,SAM 05-2941,3,5,8,
2942,SAM 05-2942,3,5,8,
2971,SAM 05-2971,3,5,8,
2972,SAM 05-2972,3,5,8,
2975,SAM 05-2975,3,5,8,
3202,SAM 05-3202,3,5,8,
3203,SAM 05-3203,3,5,8,
3204,SAM 05-3204,3,5,8,
3306,SAM 05-3306,3,5,8,
3307,SAM 05-3307,3,5,8,
3308,SAM 05-3308,3,5,8,
3326,SAM 05-3326,3,5,8,
3508,SAM 05-3508,3,5,8,
3515,SAM 05-3515,3,5,8,
0100,SAM 41-0100,3,41,8,
0307,SAM 41-0307,3,41,8,
0816,SAM 41-0816,3,41,8,
0909,SAM 41-0909,3,41,8,
1130,SAM 41-1130,3,41,8,
2469,SAM 41-2469,3,41,8,
2491,SAM 41-2491,3,41,8,
2690,SAM 41-2690,3,41,8,
2693,SAM 41-2693,3,41,8,
2813,SAM 41-2813,3,41,8,
2937,SAM 41-2937,3,41,8,
2940,SAM 41-2940,3,41,8,
2973,SAM 41-2973,3,41,8,
3214,SAM 41-3214,3,41,8,
3215,SAM 41-3215,3,41,8,
3293,SAM 41-3293,3,41,8,
3384,SAM 41-3384,3,41,8,
3385,SAM 41-3385,3,41,8,
3386,SAM 41-3386,3,41,8,
3412,SAM 41-3412,3,41,8,
3505,SAM 41-3505,3,41,8,
3506,SAM 41-3506,3,41,8,
3507,SAM 41-3507,3,41,8,
3607,SAM 41-3607,3,41,8,
3638,SAM 41-3638,3,41,8,
3654,SAM 41-3654,3,41,8,
3824,SAM 41-3824,3,41,8,
3825,SAM 41-3825,3,41,8,
3932,SAM 41-3932,3,41,8,
3935,SAM 41-3935,3,41,8,
3941,SAM 41-3941,3,41,8,
3945,SAM 41-3945,3,41,8,
3992,SAM 41-3992,3,41,8,
0536,SAM 45-0536,3,45,8,
2450,SAM 45-2450,3,45,8,
2564,SAM 45-2564,3,45,8,
2575,SAM 45-2575,3,45,8,
2620,SAM 45-2620,3,45,8,
2684,SAM 45-2684,3,45,8,
2726,SAM 45-2726,3,45,8,
2791,SAM 45-2791,3,45,8,
2961,SAM 45-2961,3,45,8,
2963,SAM 45-2963,3,45,8,
2965,SAM 45-2965,3,45,8,
3213,SAM 45-3213,3,45,8,
3216,SAM 45-3216,3,45,8,
3217,SAM 45-3217,3,45,8,
3298,SAM 45-3298,3,45,8,
3387,SAM 45-3387,3,45,8,
3388,SAM 45-3388,3,45,8,
3389,SAM 45-3389,3,45,8,
3454,SAM 45-3454,3,45,8,
3940,SAM 45-3940,3,45,8,
2741,SAWYER,9,5,8,
2153,SEA 32-2153,1,32,7,5
2200,SEA 32-2200,4,32,7,5
2201,SEA 32-2201,4,32,7,5
2202,SEA 32-2202,4,32,7,5
2203,SEA 32-2203,4,32,7,5
2204,SEA 32-2204,4,32,7,5
2206,SEA 32-2206,4,32,7,5
2208,SEA 32-2208,4,32,7,5
2209,SEA 32-2209,4,32,7,5
2210,SEA 32-2210,4,32,7,5
2211,SEA 32-2211,4,32,7,5
2215,SEA 32-2215,4,32,7,5
2216,SEA 32-2216,4,32,7,5
2217,SEA 32-2217,4,32,7,5
2218,SEA 32-2218,4,32,7,5
2221,SEA 32-2221,1,32,7,5
2224,SEA 32-2224,4,32,7,5
2539,SEA 32-2539,4,32,7,5
3568,SEA 32-3568,4,32,7,5
3656,SEA 32-3656,4,32,7,5
3746,SEA 32-3746,4,32,7,5
3943,SEA 32-3943,4,32,7,5
3944,SEA 32-3944,4,32,7,5
1245,SEA 34-1245,8,34,7,1
1246,SEA 34-1246,8,34,7,1
1247,SEA 34-1247,8,34,7,1
1248,SEA 34-1248,8,34,7,1
1249,SEA 34-1249,8,34,7,1
1250,SEA 34-1250,8,34,7,1
1251,SEA 34-1251,8,34,7,1
1252,SEA 34-1252,8,34,7,1
1254,SEA 34-1254,8,34,7,1
1255,SEA 34-1255,8,34,7,1
1256,SEA 34-1256,8,34,7,1
1257,SEA 34-1257,8,34,7,1
1258,SEA 34-1258,8,34,7,1
1259,SEA 34-1259,8,34,7,1
1408,SEA 34-1408,8,34,7,1
1409,SEA 34-1409,8,34,7,1
1410,SEA 34-1410,8,34,7,1
1411,SEA 34-1411,8,34,7,1
1412,SEA 34-1412,8,34,7,1
1413,SEA 34-1413,8,34,7,1
1414,SEA 34-1414,8,34,7,1
1415,SEA 34-1415,8,34,7,1
1416,SEA 34-1416,8,34,7,1
1418,SEA 34-1418,8,34,7,1
1419,SEA 34-1419,8,34,7,1
1420,SEA 34-1420,8,34,7,1
1422,SEA 34-1422,8,34,7,1
1423,SEA 34-1423,8,34,7,1
1424,SEA 34-1424,8,34,7,1
1425,SEA 34-1425,8,34,7,1
1426,SEA 34-1426,8,34,7,1
1427,SEA 34-1427,8,34,7,1
1428,SEA 34-1428,8,34,7,1
1429,SEA 34-1429,8,34,7,1
1430,SEA 34-1430,8,34,7,1
1431,SEA 34-1431,8,34,7,1
1432,SEA 34-1432,8,34,7,1
1433,SEA 34-1433,8,34,7,1
1434,SEA 34-1434,8,34,7,1
1435,SEA 34-1435,8,34,7,1
1436,SEA 34-1436,8,34,7,1
1437,SEA 34-1437,8,34,7,1
1438,SEA 34-1438,8,34,7,1
1439,SEA 34-1439,8,34,7,1
1440,SEA 34-1440,8,34,7,1
1441,SEA 34-1441,8,34,7,1
1442,SEA 34-1442,8,34,7,1
1443,SEA 34-1443,8,34,7,1
1444,SEA 34-1444,8,34,7,1
1446,SEA 34-1446,8,34,7,1
1448,SEA 34-1448,8,34,7,1
1449,SEA 34-1449,8,34,7,1
1450,SEA 34-1450,8,34,7,1
1451,SEA 34-1451,8,34,7,1
1452,SEA 34-1452,8,34,7,1
1453,SEA 34-1453,8,34,7,1
1454,SEA 34-1454,8,34,7,1
1455,SEA 34-1455,8,34,7,1
1456,SEA 34-1456,8,34,7,1
1457,SEA 34-1457,8,34,7,1
1458,SEA 34-1458,8,34,7,1
1459,SEA 34-1459,8,34,7,1
1460,SEA 34-1460,8,34,7,1
1461,SEA 34-1461,8,34,7,1
1462,SEA 34-1462,8,34,7,1
1463,SEA 34-1463,8,34,7,1
1464,SEA 34-1464,8,34,7,1
1465,SEA 34-1465,8,34,7,1
1466,SEA 34-1466,8,34,7,1
1467,SEA 34-1467,8,34,7,1
1468,SEA 34-1468,8,34,7,1
1469,SEA 34-1469,8,34,7,1
1470,SEA 34-1470,8,34,7,1
1471,SEA 34-1471,8,34,7,1
1472,SEA 34-1472,8,34,7,1
1473,SEA 34-1473,8,34,7,1
1474,SEA 34-1474,8,34,7,1
1475,SEA 34-1475,8,34,7,1
1476,SEA 34-1476,8,34,7,1
1477,SEA 34-1477,8,34,7,1
1478,SEA 34-1478,8,34,7,1
1479,SEA 34-1479,8,34,7,1
1480,SEA 34-1480,8,34,7,1
1481,SEA 34-1481,8,34,7,1
1482,SEA 34-1482,8,34,7,1
1484,SEA 34-1484,8,34,7,1
1485,SEA 34-1485,8,34,7,1
1486,SEA 34-1486,8,34,7,1
1487,SEA 34-1487,8,34,7,1
1488,SEA 34-1488,8,34,7,1
1489,SEA 34-1489,8,34,7,1
1490,SEA 34-1490,8,34,7,1
1493,SEA 34-1493,8,34,7,1
1494,SEA 34-1494,8,34,7,1
1496,SEA 34-1496,8,34,7,1
1497,SEA 34-1497,8,34,7,1
1498,SEA 34-1498,8,34,7,1
1499,SEA 34-1499,8,34,7,1
1500,SEA 34-1500,8,34,7,1
1501,SEA 34-1501,8,34,7,1
1502,SEA 34-1502,8,34,7,1
1504,SEA 34-1504,8,34,7,1
1506,SEA 34-1506,8,34,7,1
1507,SEA 34-1507,8,34,7,1
1508,SEA 34-1508,8,34,7,1
1509,SEA 34-1509,8,34,7,1
1510,SEA 34-1510,8,34,7,1
1511,SEA 34-1511,8,34,7,1
1512,SEA 34-1512,8,34,7,1
1513,SEA 34-1513,8,34,7,1
1514,SEA 34-1514,8,34,7,1
1515,SEA 34-1515,8,34,7,1
1516,SEA 34-1516,8,34,7,1
1517,SEA 34-1517,8,34,7,1
1518,SEA 34-1518,8,34,7,1
1519,SEA 34-1519,8,34,7,1
1520,SEA 34-1520,8,34,7,1
1521,SEA 34-1521,8,34,7,1
1522,SEA 34-1522,8,34,7,1
1523,SEA 34-1523,8,34,7,1
1524,SEA 34-1524,8,34,7,1
1526,SEA 34-1526,8,34,7,1
1527,SEA 34-1527,8,34,7,1
1529,SEA 34-1529,8,34,7,1
1530,SEA 34-1530,8,34,7,1
1532,SEA 34-1532,8,34,7,1
1533,SEA 34-1533,8,34,7,1
1534,SEA 34-1534,8,34,7,1
1535,SEA 34-1535,8,34,7,1
1536,SEA 34-1536,8,34,7,1
1537,SEA 34-1537,8,34,7,1
1538,SEA 34-1538,8,34,7,1
1539,SEA 34-1539,8,34,7,1
1540,SEA 34-1540,8,34,7,1
1541,SEA 34-1541,8,34,7,1
1543,SEA 34-1543,8,34,7,1
1545,SEA 34-1545,8,34,7,1
1546,SEA 34-1546,8,34,7,1
1550,SEA 34-1550,8,34,7,1
1552,SEA 34-1552,8,34,7,1
1602,SEA 34-1602,8,34,7,1
1823,SEA 34-1823,8,34,9,7
1928,SEA 34-1928,8,34,7,1
2501,SEA 34-2501,8,34,7,1
3175,SEA 34-3175,8,34,7,1
3230,SEA 34-3230,8,34,7,7
3263,SEA 34-3263,8,34,7,1
3264,SEA 34-3264,8,34,7,1
3265,SEA 34-3265,8,34,7,1
3266,SEA 34-3266,8,34,7,1
3416,SEA 34-3416,8,34,7,1
3497,SEA 34-3497,8,34,7,1
3617,SEA 34-3617,8,34,7,1
3632,SEA 34-3632,8,34,7,1
3637,SEA 34-3637,8,34,7,1
3647,SEA 34-3647,8,34,7,1
3648,SEA 34-3648,8,34,7,1
3682,SEA 34-3682,8,34,7,1
3693,SEA 34-3693,8,34,9,1
3702,SEA 34-3702,8,34,7,1
3767,SEA 34-3767,8,34,7,1
3770,SEA 34-3770,8,34,7,1
3772,SEA 34-3772,8,34,7,1
3785,SEA 34-3785,8,34,7,1
3839,SEA 34-3839,8,34,7,1
3866,SEA 34-3866,8,34,7,1
3942,SEA 34-3942,8,34,7,1
1273,SEA 36-1273,4,36,7,6
1286,SEA 36-1286,4,36,7,6
1287,SEA 36-1287,4,36,7,6
1288,SEA 36-1288,4,36,7,6
1291,SEA 36-1291,4,36,7,6
1294,SEA 36-1294,4,36,7,6
1295,SEA 36-1295,4,36,7,6
1296,SEA 36-1296,4,36,7,6
1297,SEA 36-1297,4,36,7,6
1298,SEA 36-1298,4,36,7,6
1299,SEA 36-1299,4,36,7,6
1301,SEA 36-1301,4,36,7,6
1303,SEA 36-1303,4,36,7,6
1304,SEA 36-1304,4,36,7,6
1305,SEA 36-1305,4,36,7,6
1306,SEA 36-1306,4,36,7,6
1307,SEA 36-1307,4,36,7,6
1308,SEA 36-1308,4,36,7,6
1317,SEA 36-1317,4,36,7,6
1318,SEA 36-1318,4,36,7,6
1319,SEA 36-1319,4,36,7,6
1320,SEA 36-1320,4,36,7,6
1321,SEA 36-1321,4,36,7,6
1322,SEA 36-1322,4,36,7,6
1323,SEA 36-1323,4,36,7,6
1324,SEA 36-1324,4,36,7,6
1325,SEA 36-1325,4,36,7,6
1326,SEA 36-1326,4,36,7,6
1328,SEA 36-1328,4,36,7,6
