PrecinctCode,PrecinctName,CountyCouncil,LegislativeDistrict,CongressionalDistrict,SeattleCouncilDistrict
1329,SEA 36-1329,4,36,7,6
1330,SEA 36-1330,4,36,7,6
1331,SEA 36-1331,4,36,7,6
1332,SEA 36-1332,4,36,7,6
1333,SEA 36-1333,4,36,7,6
1334,SEA 36-1334,4,36,7,6
1338,SEA 36-1338,4,36,7,6
1339,SEA 36-1339,4,36,7,6
1341,SEA 36-1341,4,36,7,6
1342,SEA 36-1342,4,36,7,6
1343,SEA 36-1343,4,36,7,6
1344,SEA 36-1344,4,36,7,6
1345,SEA 36-1345,4,36,7,6
1347,SEA 36-1347,4,36,7,6
1355,SEA 36-1355,4,36,7,6
1382,SEA 36-1382,4,36,7,6
1384,SEA 36-1384,4,36,7,6
1385,SEA 36-1385,4,36,7,6
1386,SEA 36-1386,4,36,7,6
1387,SEA 36-1387,4,36,7,6
1388,SEA 36-1388,4,36,7,6
1389,SEA 36-1389,4,36,7,6
1390,SEA 36-1390,4,36,7,6
1391,SEA 36-1391,4,36,7,6
1392,SEA 36-1392,4,36,7,6
1393,SEA 36-1393,4,36,7,6
1394,SEA 36-1394,4,36,7,6
1395,SEA 36-1395,4,36,7,6
1396,SEA 36-1396,4,36,7,6
1397,SEA 36-1397,4,36,7,6
1398,SEA 36-1398,4,36,7,6
1399,SEA 36-1399,4,36,7,6
1661,SEA 36-1661,4,36,7,6
1662,SEA 36-1662,4,36,7,6
1663,SEA 36-1663,4,36,7,6
1664,SEA 36-1664,4,36,7,6
1665,SEA 36-1665,4,36,7,6
1666,SEA 36-1666,4,36,7,7
1668,SEA 36-1668,4,36,7,7
1670,SEA 36-1670,4,36,7,7
1672,SEA 36-1672,4,36,7,7
1673,SEA 36-1673,4,36,7,6
1675,SEA 36-1675,4,36,7,6
1676,SEA 36-1676,4,36,7,6
1677,SEA 36-1677,4,36,7,6
1679,SEA 36-1679,4,36,7,6
1682,SEA 36-1682,4,36,7,6
1683,SEA 36-1683,4,36,7,7
1684,SEA 36-1684,4,36,7,7
1685,SEA 36-1685,4,36,7,7
1686,SEA 36-1686,4,36,7,7
1687,SEA 36-1687,4,36,7,7
1688,SEA 36-1688,4,36,7,6
1689,SEA 36-1689,4,36,7,6
1690,SEA 36-1690,4,36,7,6
1691,SEA 36-1691,4,36,7,6
1692,SEA 36-1692,4,36,7,6
1693,SEA 36-1693,4,36,7,6
1695,SEA 36-1695,4,36,7,6
1696,SEA 36-1696,4,36,7,6
1697,SEA 36-1697,4,36,7,6
1698,SEA 36-1698,4,36,7,6
1699,SEA 36-1699,4,36,7,6
1700,SEA 36-1700,4,36,7,6
1701,SEA 36-1701,4,36,7,6
1702,SEA 36-1702,4,36,7,6
1703,SEA 36-1703,4,36,7,6
1704,SEA 36-1704,4,36,7,7
1709,SEA 36-1709,4,36,7,7
1710,SEA 36-1710,4,36,7,7
1711,SEA 36-1711,4,36,7,7
1712,SEA 36-1712,4,36,7,7
1713,SEA 36-1713,4,36,7,7
1714,SEA 36-1714,4,36,7,7
1715,SEA 36-1715,4,36,7,7
1716,SEA 36-1716,4,36,7,7
1717,SEA 36-1717,4,36,7,7
1718,SEA 36-1718,4,36,7,7
1719,SEA 36-1719,4,36,7,7
1720,SEA 36-1720,4,36,7,7
1721,SEA 36-1721,4,36,7,7
1722,SEA 36-1722,4,36,7,7
1723,SEA 36-1723,4,36,7,7
1724,SEA 36-1724,4,36,7,7
1725,SEA 36-1725,4,36,7,7
1726,SEA 36-1726,4,36,7,7
1727,SEA 36-1727,4,36,7,7
1729,SEA 36-1729,4,36,7,7
1730,SEA 36-1730,4,36,7,7
1731,SEA 36-1731,4,36,7,7
1732,SEA 36-1732,4,36,7,7
1734,SEA 36-1734,4,36,7,7
1735,SEA 36-1735,4,36,7,7
1736,SEA 36-1736,4,36,7,7
1737,SEA 36-1737,4,36,7,7
1738,SEA 36-1738,4,36,7,7
1739,SEA 36-1739,4,36,7,7
1740,SEA 36-1740,4,36,7,7
1741,SEA 36-1741,4,36,7,7
1742,SEA 36-1742,4,36,7,7
1743,SEA 36-1743,4,36,7,7
1744,SEA 36-1744,4,36,7,7
1746,SEA 36-1746,4,36,7,7
1747,SEA 36-1747,4,36,7,7
1748,SEA 36-1748,4,36,7,7
1749,SEA 36-1749,4,36,7,7
1750,SEA 36-1750,4,36,7,7
1751,SEA 36-1751,4,36,7,7
1752,SEA 36-1752,4,36,7,7
1754,SEA 36-1754,4,36,7,7
1755,SEA 36-1755,4,36,7,7
1756,SEA 36-1756,4,36,7,7
1757,SEA 36-1757,4,36,7,7
1758,SEA 36-1758,4,36,7,7
1759,SEA 36-1759,4,36,7,7
1760,SEA 36-1760,4,36,7,7
1761,SEA 36-1761,4,36,7,7
1762,SEA 36-1762,4,36,7,7
1763,SEA 36-1763,4,36,7,7
1764,SEA 36-1764,4,36,7,7
1765,SEA 36-1765,4,36,7,7
1766,SEA 36-1766,4,36,7,7
1767,SEA 36-1767,4,36,7,7
1768,SEA 36-1768,4,36,7,7
1769,SEA 36-1769,4,36,7,7
1771,SEA 36-1771,4,36,7,7
1803,SEA 36-1803,4,36,7,7
1805,SEA 36-1805,4,36,7,7
1806,SEA 36-1806,4,36,7,7
1808,SEA 36-1808,4,36,7,7
1812,SEA 36-1812,4,36,7,7
1813,SEA 36-1813,4,36,7,7
1815,SEA 36-1815,4,36,7,7
1816,SEA 36-1816,4,36,7,7
2116,SEA 36-2116,4,36,7,6
2117,SEA 36-2117,4,36,7,6
2118,SEA 36-2118,4,36,7,6
2119,SEA 36-2119,4,36,7,6
2120,SEA 36-2120,4,36,7,6
2121,SEA 36-2121,4,36,7,6
2125,SEA 36-2125,4,36,7,5
2126,SEA 36-2126,4,36,7,5
2130,SEA 36-2130,4,36,7,5
2131,SEA 36-2131,4,36,7,5
2133,SEA 36-2133,4,36,7,5
2134,SEA 36-2134,4,36,7,5
2146,SEA 36-2146,4,36,7,6
2147,SEA 36-2147,4,36,7,6
2148,SEA 36-2148,4,36,7,6
2149,SEA 36-2149,4,36,7,6
2161,SEA 36-2161,4,36,7,6
2162,SEA 36-2162,4,36,7,6
2163,SEA 36-2163,4,36,7,6
2164,SEA 36-2164,4,36,7,6
2165,SEA 36-2165,4,36,7,6
2166,SEA 36-2166,4,36,7,6
2167,SEA 36-2167,4,36,7,6
2168,SEA 36-2168,4,36,7,6
2170,SEA 36-2170,4,36,7,6
2171,SEA 36-2171,4,36,7,6
2172,SEA 36-2172,4,36,7,6
2502,SEA 36-2502,4,36,7,6
2503,SEA 36-2503,4,36,7,6
2504,SEA 36-2504,4,36,7,6
2505,SEA 36-2505,4,36,7,6
2506,SEA 36-2506,4,36,7,6
2507,SEA 36-2507,4,36,7,6
2508,SEA 36-2508,4,36,7,6
2509,SEA 36-2509,4,36,7,6
2510,SEA 36-2510,4,36,7,6
2511,SEA 36-2511,4,36,7,6
2512,SEA 36-2512,4,36,7,6
2513,SEA 36-2513,4,36,7,6
2514,SEA 36-2514,4,36,7,6
2515,SEA 36-2515,4,36,7,6
2517,SEA 36-2517,4,36,7,5
2518,SEA 36-2518,4,36,7,5
2520,SEA 36-2520,4,36,7,5
2523,SEA 36-2523,4,36,7,5
2524,SEA 36-2524,4,36,7,6
2526,SEA 36-2526,4,36,7,6
2528,SEA 36-2528,4,36,7,5
2529,SEA 36-2529,4,36,7,5
2532,SEA 36-2532,4,36,7,5
2533,SEA 36-2533,4,36,7,5
2534,SEA 36-2534,4,36,7,5
2535,SEA 36-2535,4,36,7,5
2536,SEA 36-2536,4,36,7,5
2590,SEA 36-2590,4,36,7,6
2592,SEA 36-2592,4,36,7,6
2593,SEA 36-2593,4,36,7,6
2743,SEA 36-2743,4,36,7,6
2795,SEA 36-2795,4,36,7,7
3153,SEA 36-3153,4,36,7,5
3317,SEA 36-3317,4,36,7,6
3318,SEA 36-3318,4,36,7,6
3319,SEA 36-3319,4,36,7,7
3586,SEA 36-3586,4,36,7,6
3587,SEA 36-3587,4,36,7,7
3685,SEA 36-3685,4,36,7,6
3689,SEA 36-3689,4,36,7,7
3699,SEA 36-3699,4,36,7,6
3710,SEA 36-3710,4,36,7,6
3720,SEA 36-3720,4,36,7,7
3743,SEA 36-3743,4,36,7,6
3744,SEA 36-3744,4,36,7,5
3745,SEA 36-3745,4,36,7,7
3797,SEA 36-3797,4,36,7,7
3821,SEA 36-3821,4,36,7,6
3822,SEA 36-3822,4,36,7,7
3933,SEA 36-3933,4,36,7,7
3936,SEA 36-3936,4,36,7,7
3972,SEA 36-3972,4,36,7,5
1553,SEA 37-1553,2,37,9,2
1555,SEA 37-1555,2,37,9,2
1557,SEA 37-1557,2,37,9,2
1558,SEA 37-1558,2,37,9,2
1559,SEA 37-1559,2,37,9,2
1563,SEA 37-1563,2,37,9,2
1564,SEA 37-1564,2,37,9,2
1565,SEA 37-1565,2,37,9,2
1566,SEA 37-1566,2,37,9,2
1567,SEA 37-1567,2,37,9,2
1568,SEA 37-1568,2,37,9,2
1570,SEA 37-1570,2,37,9,2
1571,SEA 37-1571,2,37,9,2
1572,SEA 37-1572,2,37,9,2
1574,SEA 37-1574,2,37,9,2
1575,SEA 37-1575,2,37,9,2
1576,SEA 37-1576,2,37,9,2
1578,SEA 37-1578,2,37,9,2
1579,SEA 37-1579,2,37,9,2
1580,SEA 37-1580,2,37,9,2
1582,SEA 37-1582,2,37,9,2
1583,SEA 37-1583,2,37,9,2
1584,SEA 37-1584,2,37,9,2
1585,SEA 37-1585,2,37,9,2
1586,SEA 37-1586,2,37,9,2
1587,SEA 37-1587,2,37,9,2
1588,SEA 37-1588,2,37,9,2
1589,SEA 37-1589,2,37,9,2
1590,SEA 37-1590,2,37,9,2
1591,SEA 37-1591,2,37,9,2
1592,SEA 37-1592,2,37,9,2
1593,SEA 37-1593,2,37,9,2
1594,SEA 37-1594,2,37,9,2
1596,SEA 37-1596,2,37,9,2
1597,SEA 37-1597,2,37,9,2
1600,SEA 37-1600,2,37,9,2
1607,SEA 37-1607,2,37,9,2
1608,SEA 37-1608,2,37,9,2
1609,SEA 37-1609,2,37,9,2
1610,SEA 37-1610,2,37,9,2
1611,SEA 37-1611,2,37,9,2
1612,SEA 37-1612,2,37,9,2
1613,SEA 37-1613,2,37,9,2
1614,SEA 37-1614,2,37,9,2
1615,SEA 37-1615,2,37,9,2
1616,SEA 37-1616,2,37,9,2
1617,SEA 37-1617,2,37,9,2
1618,SEA 37-1618,2,37,9,2
1619,SEA 37-1619,2,37,9,2
1620,SEA 37-1620,2,37,9,2
1621,SEA 37-1621,2,37,9,2
1622,SEA 37-1622,2,37,9,2
1624,SEA 37-1624,2,37,9,2
1628,SEA 37-1628,2,37,9,2
1629,SEA 37-1629,2,37,9,2
1630,SEA 37-1630,2,37,9,2
1631,SEA 37-1631,2,37,9,2
1632,SEA 37-1632,2,37,9,2
1633,SEA 37-1633,2,37,9,2
1634,SEA 37-1634,2,37,9,2
1635,SEA 37-1635,2,37,9,2
1636,SEA 37-1636,2,37,9,2
1637,SEA 37-1637,2,37,9,2
1638,SEA 37-1638,2,37,9,2
1639,SEA 37-1639,2,37,9,2
1640,SEA 37-1640,2,37,9,2
1641,SEA 37-1641,2,37,9,2
1643,SEA 37-1643,2,37,9,2
1646,SEA 37-1646,2,37,9,2
1647,SEA 37-1647,2,37,9,2
1648,SEA 37-1648,2,37,9,2
1650,SEA 37-1650,2,37,9,2
1651,SEA 37-1651,2,37,9,2
1652,SEA 37-1652,2,37,9,2
1825,SEA 37-1825,8,37,9,2
1827,SEA 37-1827,2,37,9,3
1831,SEA 37-1831,2,37,9,3
1833,SEA 37-1833,2,37,9,3
1834,SEA 37-1834,2,37,9,2
1838,SEA 37-1838,2,37,9,3
1839,SEA 37-1839,2,37,9,3
1840,SEA 37-1840,2,37,9,2
1841,SEA 37-1841,2,37,9,2
1850,SEA 37-1850,2,37,9,2
1853,SEA 37-1853,2,37,9,3
1854,SEA 37-1854,2,37,9,2
1862,SEA 37-1862,8,37,9,3
1863,SEA 37-1863,2,37,7,3
1864,SEA 37-1864,8,37,9,2
1871,SEA 37-1871,2,37,9,2
1872,SEA 37-1872,2,37,9,3
1875,SEA 37-1875,8,37,7,3
1876,SEA 37-1876,2,37,9,3
1879,SEA 37-1879,2,37,9,3
1880,SEA 37-1880,2,37,9,3
1881,SEA 37-1881,2,37,9,3
1882,SEA 37-1882,2,37,9,3
1883,SEA 37-1883,2,37,9,3
1884,SEA 37-1884,2,37,7,3
1885,SEA 37-1885,2,37,9,3
1886,SEA 37-1886,2,37,7,3
1890,SEA 37-1890,2,37,9,2
1891,SEA 37-1891,2,37,9,2
1892,SEA 37-1892,2,37,7,3
1894,SEA 37-1894,2,37,7,3
1895,SEA 37-1895,2,37,9,3
1896,SEA 37-1896,2,37,7,3
1897,SEA 37-1897,8,37,9,2
1898,SEA 37-1898,2,37,9,3
1899,SEA 37-1899,2,37,9,3
1900,SEA 37-1900,2,37,9,3
1902,SEA 37-1902,2,37,7,3
1903,SEA 37-1903,2,37,7,3
1906,SEA 37-1906,2,37,7,3
1907,SEA 37-1907,2,37,7,3
1913,SEA 37-1913,2,37,7,3
1914,SEA 37-1914,2,37,7,3
1916,SEA 37-1916,2,37,7,3
1917,SEA 37-1917,2,37,7,3
1918,SEA 37-1918,2,37,9,3
1919,SEA 37-1919,2,37,9,3
1920,SEA 37-1920,2,37,9,3
1925,SEA 37-1925,2,37,9,2
1927,SEA 37-1927,2,37,9,2
1930,SEA 37-1930,2,37,9,2
1932,SEA 37-1932,2,37,9,2
1934,SEA 37-1934,2,37,9,2
1935,SEA 37-1935,2,37,9,2
1936,SEA 37-1936,2,37,9,2
1938,SEA 37-1938,2,37,9,2
1940,SEA 37-1940,2,37,9,2
1941,SEA 37-1941,2,37,9,2
1942,SEA 37-1942,2,37,9,2
1944,SEA 37-1944,2,37,9,2
1945,SEA 37-1945,2,37,9,2
1947,SEA 37-1947,2,37,9,2
2686,SEA 37-2686,8,37,9,2
2799,SEA 37-2799,2,37,9,3
3159,SEA 37-3159,2,37,9,2
3567,SEA 37-3567,2,37,9,2
3573,SEA 37-3573,8,37,9,3
3580,SEA 37-3580,2,37,9,2
3636,SEA 37-3636,2,37,9,2
3639,SEA 37-3639,2,37,9,2
3666,SEA 37-3666,2,37,9,2
3672,SEA 37-3672,2,37,9,3
3673,SEA 37-3673,2,37,9,3
3696,SEA 37-3696,2,37,9,2
3708,SEA 37-3708,8,37,9,2
3721,SEA 37-3721,2,37,9,3
3729,SEA 37-3729,2,37,9,3
3730,SEA 37-3730,2,37,9,2
3731,SEA 37-3731,2,37,9,2
3732,SEA 37-3732,2,37,9,2
3775,SEA 37-3775,8,37,9,2
3796,SEA 37-3796,2,37,9,2
3802,SEA 37-3802,2,37,9,2
3810,SEA 37-3810,2,37,9,2
3816,SEA 37-3816,2,37,9,2
3817,SEA 37-3817,2,37,9,2
3818,SEA 37-3818,2,37,9,3
3840,SEA 37-3840,8,37,9,2
3871,SEA 37-3871,2,37,9,2
3872,SEA 37-3872,2,37,9,2
3939,SEA 37-3939,2,37,9,2
3946,SEA 37-3946,2,37,9,2
3948,SEA 37-3948,2,37,9,2
3956,SEA 37-3956,8,37,9,2
3966,SEA 37-3966,2,37,7,3
3967,SEA 37-3967,2,37,9,3
3969,SEA 37-3969,8,37,7,1
3993,SEA 37-3993,2,37,9,2
1335,SEA 43-1335,4,43,7,6
1348,SEA 43-1348,4,43,7,6
1349,SEA 43-1349,4,43,7,6
1350,SEA 43-1350,4,43,7,6
1351,SEA 43-1351,4,43,7,6
1352,SEA 43-1352,4,43,7,6
1353,SEA 43-1353,4,43,7,6
1354,SEA 43-1354,4,43,7,6
1359,SEA 43-1359,4,43,7,4
1360,SEA 43-1360,4,43,7,4
1361,SEA 43-1361,4,43,7,4
1362,SEA 43-1362,4,43,7,4
1363,SEA 43-1363,4,43,7,4
1364,SEA 43-1364,4,43,7,4
1365,SEA 43-1365,4,43,7,4
1366,SEA 43-1366,4,43,7,4
1367,SEA 43-1367,4,43,7,4
1368,SEA 43-1368,4,43,7,4
1372,SEA 43-1372,4,43,7,4
1373,SEA 43-1373,4,43,7,4
1374,SEA 43-1374,4,43,7,4
1375,SEA 43-1375,4,43,7,4
1376,SEA 43-1376,4,43,7,4
1377,SEA 43-1377,4,43,7,4
1378,SEA 43-1378,4,43,7,4
1379,SEA 43-1379,4,43,7,4
1380,SEA 43-1380,4,43,7,4
1772,SEA 43-1772,4,43,7,7
1773,SEA 43-1773,4,43,7,7
1774,SEA 43-1774,8,43,7,7
1775,SEA 43-1775,4,43,7,7
1776,SEA 43-1776,8,43,7,7
1779,SEA 43-1779,8,43,7,7
1780,SEA 43-1780,8,43,7,7
1781,SEA 43-1781,8,43,7,3
1783,SEA 43-1783,8,43,7,3
1784,SEA 43-1784,8,43,7,3
1787,SEA 43-1787,8,43,7,3
1788,SEA 43-1788,8,43,7,3
1801,SEA 43-1801,4,43,7,7
1817,SEA 43-1817,2,43,7,3
1818,SEA 43-1818,2,43,7,3
1819,SEA 43-1819,2,43,7,3
1821,SEA 43-1821,2,43,7,3
1824,SEA 43-1824,2,43,7,3
1826,SEA 43-1826,2,43,7,3
1835,SEA 43-1835,8,43,7,3
1842,SEA 43-1842,8,43,7,3
1843,SEA 43-1843,8,43,7,3
1845,SEA 43-1845,8,43,7,3
1846,SEA 43-1846,8,43,7,3
1847,SEA 43-1847,8,43,7,3
1849,SEA 43-1849,2,43,7,3
1851,SEA 43-1851,2,43,7,3
1855,SEA 43-1855,2,43,7,3
1856,SEA 43-1856,2,43,7,3
1857,SEA 43-1857,8,43,7,3
1858,SEA 43-1858,2,43,7,3
1859,SEA 43-1859,8,43,7,3
1860,SEA 43-1860,8,43,7,3
1861,SEA 43-1861,2,43,7,3
1867,SEA 43-1867,8,43,7,3
1868,SEA 43-1868,2,43,7,3
1869,SEA 43-1869,2,43,7,3
1870,SEA 43-1870,2,43,7,3
1874,SEA 43-1874,2,43,7,3
1887,SEA 43-1887,2,43,7,3
1888,SEA 43-1888,2,43,7,3
1889,SEA 43-1889,2,43,7,3
1893,SEA 43-1893,2,43,7,3
1910,SEA 43-1910,2,43,7,3
1911,SEA 43-1911,2,43,7,3
1962,SEA 43-1962,2,43,7,4
1963,SEA 43-1963,2,43,7,4
1968,SEA 43-1968,2,43,7,4
1969,SEA 43-1969,2,43,7,4
1970,SEA 43-1970,2,43,7,4
1971,SEA 43-1971,2,43,7,4
1974,SEA 43-1974,2,43,7,4
1976,SEA 43-1976,2,43,7,4
1977,SEA 43-1977,2,43,7,4
1978,SEA 43-1978,2,43,7,4
1980,SEA 43-1980,2,43,7,4
1982,SEA 43-1982,2,43,7,3
1983,SEA 43-1983,2,43,7,3
1986,SEA 43-1986,2,43,7,3
1990,SEA 43-1990,2,43,7,3
1991,SEA 43-1991,2,43,7,3
1992,SEA 43-1992,2,43,7,3
1993,SEA 43-1993,2,43,7,3
1994,SEA 43-1994,2,43,7,3
1995,SEA 43-1995,2,43,7,3
1996,SEA 43-1996,2,43,7,3
1997,SEA 43-1997,2,43,7,3
1999,SEA 43-1999,2,43,7,3
2000,SEA 43-2000,2,43,7,3
2001,SEA 43-2001,2,43,7,3
2002,SEA 43-2002,2,43,7,3
2004,SEA 43-2004,2,43,7,3
2006,SEA 43-2006,2,43,7,3
2007,SEA 43-2007,2,43,7,3
2008,SEA 43-2008,2,43,7,3
2009,SEA 43-2009,2,43,7,3
2011,SEA 43-2011,2,43,7,3
2013,SEA 43-2013,2,43,7,3
2014,SEA 43-2014,2,43,7,3
2015,SEA 43-2015,2,43,7,3
2016,SEA 43-2016,2,43,7,3
2017,SEA 43-2017,2,43,7,3
2018,SEA 43-2018,2,43,7,3
2020,SEA 43-2020,2,43,7,3
2021,SEA 43-2021,2,43,7,3
2023,SEA 43-2023,2,43,7,4
2024,SEA 43-2024,2,43,7,4
2025,SEA 43-2025,2,43,7,3
2026,SEA 43-2026,2,43,7,3
2027,SEA 43-2027,2,43,7,3
2028,SEA 43-2028,2,43,7,3
2029,SEA 43-2029,2,43,7,3
2033,SEA 43-2033,2,43,7,3
2034,SEA 43-2034,2,43,7,3
2035,SEA 43-2035,2,43,7,3
2037,SEA 43-2037,2,43,7,3
2038,SEA 43-2038,2,43,7,3
2039,SEA 43-2039,2,43,7,3
2040,SEA 43-2040,2,43,7,3
2043,SEA 43-2043,2,43,7,4
2052,SEA 43-2052,2,43,7,4
2055,SEA 43-2055,2,43,7,4
2057,SEA 43-2057,2,43,7,4
2058,SEA 43-2058,2,43,7,3
2059,SEA 43-2059,2,43,7,3
2061,SEA 43-2061,2,43,7,3
2064,SEA 43-2064,2,43,7,4
2090,SEA 43-2090,2,43,7,4
2104,SEA 43-2104,2,43,7,3
2105,SEA 43-2105,2,43,7,3
2113,SEA 43-2113,2,43,7,4
2115,SEA 43-2115,2,43,7,4
2541,SEA 43-2541,8,43,7,3
2542,SEA 43-2542,8,43,7,3
2543,SEA 43-2543,2,43,7,3
2544,SEA 43-2544,4,43,7,7
2545,SEA 43-2545,2,43,7,3
2546,SEA 43-2546,2,43,7,3
2547,SEA 43-2547,8,43,7,3
2549,SEA 43-2549,8,43,7,3
2550,SEA 43-2550,8,43,7,3
2749,SEA 43-2749,4,43,7,7
2750,SEA 43-2750,4,43,7,7
2850,SEA 43-2850,4,43,7,6
2852,SEA 43-2852,8,43,7,3
2853,SEA 43-2853,8,43,7,3
2861,SEA 43-2861,2,43,7,3
2862,SEA 43-2862,8,43,7,7
2928,SEA 43-2928,2,43,7,3
3267,SEA 43-3267,4,43,7,7
3320,SEA 43-3320,8,43,7,7
3341,SEA 43-3341,4,43,7,7
3345,SEA 43-3345,4,43,7,7
3424,SEA 43-3424,2,43,7,3
3496,SEA 43-3496,4,43,7,7
3566,SEA 43-3566,4,43,7,7
3570,SEA 43-3570,4,43,7,7
3571,SEA 43-3571,8,43,7,7
3595,SEA 43-3595,8,43,7,3
3605,SEA 43-3605,4,43,7,7
3628,SEA 43-3628,8,43,7,7
3665,SEA 43-3665,8,43,7,7
3669,SEA 43-3669,4,43,7,7
3679,SEA 43-3679,4,43,7,7
3686,SEA 43-3686,8,43,7,7
3700,SEA 43-3700,4,43,7,7
3701,SEA 43-3701,4,43,7,7
3705,SEA 43-3705,4,43,7,7
3719,SEA 43-3719,8,43,7,7
3747,SEA 43-3747,8,43,7,7
3748,SEA 43-3748,4,43,7,4
3749,SEA 43-3749,4,43,7,7
3750,SEA 43-3750,4,43,7,7
3776,SEA 43-3776,8,43,7,3
3787,SEA 43-3787,4,43,7,4
3803,SEA 43-3803,2,43,7,3
3804,SEA 43-3804,8,43,7,3
3807,SEA 43-3807,8,43,7,7
3875,SEA 43-3875,4,43,7,7
3876,SEA 43-3876,8,43,7,7
3877,SEA 43-3877,4,43,7,7
3934,SEA 43-3934,8,43,7,7
3947,SEA 43-3947,8,43,7,3
3949,SEA 43-3949,2,43,7,3
3951,SEA 43-3951,4,43,7,4
3974,SEA 43-3974,8,43,9,3
3975,SEA 43-3975,8,43,7,7
3997,SEA 43-3997,8,43,9,3
1262,SEA 46-1262,2,46,7,6
1263,SEA 46-1263,4,46,7,6
1264,SEA 46-1264,4,46,7,6
1265,SEA 46-1265,4,46,7,6
1266,SEA 46-1266,4,46,7,6
1267,SEA 46-1267,4,46,7,6
1268,SEA 46-1268,4,46,7,6
1269,SEA 46-1269,4,46,7,6
1271,SEA 46-1271,2,46,7,4
1272,SEA 46-1272,4,46,7,6
1274,SEA 46-1274,4,46,7,6
1275,SEA 46-1275,4,46,7,6
1277,SEA 46-1277,4,46,7,6
1278,SEA 46-1278,4,46,7,6
1279,SEA 46-1279,1,46,7,4
1280,SEA 46-1280,4,46,7,6
1282,SEA 46-1282,4,46,7,6
1283,SEA 46-1283,4,46,7,6
1284,SEA 46-1284,4,46,7,6
1285,SEA 46-1285,4,46,7,6
1292,SEA 46-1292,4,46,7,6
1300,SEA 46-1300,4,46,7,6
1309,SEA 46-1309,4,46,7,6
1310,SEA 46-1310,4,46,7,6
1311,SEA 46-1311,4,46,7,5
1312,SEA 46-1312,4,46,7,6
1313,SEA 46-1313,4,46,7,6
1314,SEA 46-1314,4,46,7,6
1357,SEA 46-1357,4,46,7,4
1358,SEA 46-1358,4,46,7,4
1369,SEA 46-1369,4,46,7,4
1370,SEA 46-1370,4,46,7,4
1371,SEA 46-1371,4,46,7,4
1400,SEA 46-1400,4,46,7,5
1401,SEA 46-1401,4,46,7,5
1402,SEA 46-1402,4,46,7,5
1403,SEA 46-1403,4,46,7,5
1404,SEA 46-1404,4,46,7,5
1406,SEA 46-1406,4,46,7,6
1952,SEA 46-1952,2,46,7,4
1953,SEA 46-1953,2,46,7,4
1954,SEA 46-1954,2,46,7,4
1955,SEA 46-1955,1,46,7,4
1957,SEA 46-1957,1,46,7,4
1959,SEA 46-1959,1,46,7,4
1961,SEA 46-1961,2,46,7,4
1964,SEA 46-1964,2,46,7,4
1965,SEA 46-1965,2,46,7,4
1966,SEA 46-1966,2,46,7,4
1967,SEA 46-1967,2,46,7,4
1975,SEA 46-1975,2,46,7,4
2044,SEA 46-2044,2,46,7,4
2045,SEA 46-2045,2,46,7,4
2047,SEA 46-2047,2,46,7,6
2048,SEA 46-2048,2,46,7,4
2049,SEA 46-2049,2,46,7,4
2050,SEA 46-2050,2,46,7,4
2056,SEA 46-2056,2,46,7,4
2065,SEA 46-2065,2,46,7,4
2068,SEA 46-2068,2,46,7,4
2069,SEA 46-2069,1,46,7,4
2071,SEA 46-2071,2,46,7,4
2074,SEA 46-2074,2,46,7,4
2075,SEA 46-2075,2,46,7,4
2076,SEA 46-2076,2,46,7,4
2081,SEA 46-2081,2,46,7,4
2083,SEA 46-2083,2,46,7,4
2084,SEA 46-2084,2,46,7,4
2088,SEA 46-2088,2,46,7,4
2089,SEA 46-2089,2,46,7,4
2091,SEA 46-2091,2,46,7,4
2092,SEA 46-2092,2,46,7,4
2093,SEA 46-2093,2,46,7,4
2094,SEA 46-2094,2,46,7,4
2095,SEA 46-2095,2,46,7,4
2096,SEA 46-2096,2,46,7,4
2097,SEA 46-2097,2,46,7,4
2098,SEA 46-2098,2,46,7,4
2099,SEA 46-2099,2,46,7,4
2100,SEA 46-2100,2,46,7,4
2109,SEA 46-2109,2,46,7,4
2110,SEA 46-2110,2,46,7,4
2127,SEA 46-2127,4,46,7,5
2128,SEA 46-2128,4,46,7,5
2129,SEA 46-2129,4,46,7,5
2142,SEA 46-2142,1,46,7,5
2143,SEA 46-2143,1,46,7,5
2145,SEA 46-2145,1,46,7,5
2152,SEA 46-2152,1,46,7,5
2228,SEA 46-2228,4,46,7,5
2231,SEA 46-2231,1,46,7,4
2234,SEA 46-2234,1,46,7,4
2236,SEA 46-2236,1,46,7,4
2237,SEA 46-2237,1,46,7,4
2238,SEA 46-2238,1,46,7,4
2239,SEA 46-2239,1,46,7,4
2240,SEA 46-2240,1,46,7,4
2243,SEA 46-2243,1,46,7,4
2244,SEA 46-2244,1,46,7,4
2245,SEA 46-2245,1,46,7,4
2247,SEA 46-2247,1,46,7,4
2249,SEA 46-2249,1,46,7,4
2251,SEA 46-2251,1,46,7,4
2252,SEA 46-2252,1,46,7,4
2253,SEA 46-2253,1,46,7,4
2257,SEA 46-2257,1,46,7,4
2260,SEA 46-2260,1,46,7,4
2261,SEA 46-2261,1,46,7,4
2263,SEA 46-2263,1,46,7,4
2264,SEA 46-2264,1,46,7,4
2266,SEA 46-2266,1,46,7,4
2267,SEA 46-2267,1,46,7,4
2268,SEA 46-2268,1,46,7,5
2269,SEA 46-2269,1,46,7,4
2270,SEA 46-2270,1,46,7,4
2271,SEA 46-2271,1,46,7,4
2272,SEA 46-2272,1,46,7,4
